#Annotated with Bakta v1.12.0, https://github.com/oschwengers/bakta
#Database v6.0, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
SRR35809155_ctg370	2921161	2923119	-	EIDGLC_02994	73.0	8.3	PF05876.18|GpA_ATPase, PF20454.4|GpA_nuclease	PFAM:PF05876.18, PFAM:PF20454.4
SRR35809155_ctg370	2923199	2923879	-	EIDGLC_02995	23.8	5.3		
SRR35809155_ctg370	2924335	2924595	-	EIDGLC_02996	9.6	5.8		
SRR35809155_ctg370	2924926	2925468	-	EIDGLC_02997	20.7	4.5		
SRR35809155_ctg370	2925644	2926369	-	EIDGLC_02998	26.7	9.7	PF02357.24|NusG	PFAM:PF02357.24
SRR35809155_ctg370	2926689	2927810	-	EIDGLC_02999	41.3	6.2	PF13481.12|AAA_25	PFAM:PF13481.12
SRR35809155_ctg370	2927807	2928760	-	EIDGLC_03000	33.8	6.7	PF13362.12|Toprim_3, PF23639.1|DUF7146	PFAM:PF13362.12, PFAM:PF23639.1
SRR35809155_ctg370	2928760	2929059	-	EIDGLC_03001	10.2	5.8		
SRR35809155_ctg370	2929059	2929514	-	EIDGLC_03002	15.6	5.4		
SRR35809155_ctg370	2929595	2929828	+	EIDGLC_03003	8.6	11.0		
SRR35809155_ctg370	2929756	2930001	-	EIDGLC_03004	9.0	11.0		
SRR35809155_ctg370	2930113	2930760	+	EIDGLC_03005	23.0	5.7	PF00717.28|Peptidase_S24, PF01381.28|HTH_3	PFAM:PF00717.28, PFAM:PF01381.28
SRR35809155_ctg370	2930826	2932142	+	EIDGLC_03006	46.7	4.9		
SRR35809155_ctg370	2932142	2932264	+	EIDGLC_03007	4.3	8.0		
SRR35809155_ctg370	2932261	2932470	+	EIDGLC_03008	7.8	11.0		
SRR35809155_ctg370	2932467	2932712	+	EIDGLC_03009	9.0	5.8		
SRR35809155_ctg370	2932709	2933026	+	EIDGLC_03010	11.0	5.1		
SRR35809155_ctg370	2933023	2933364	+	EIDGLC_03011	12.3	10.2		
SRR35809155_ctg370	2933361	2933483	+	EIDGLC_03012	4.5	11.4		
SRR35809155_ctg370	2933480	2933674	+	EIDGLC_03013	7.1	9.3		
SRR35809155_ctg370	2933671	2934006	+	EIDGLC_03014	12.1	10.3	PF12728.13|HTH_17	PFAM:PF12728.13
SRR35809155_ctg370	2940923	2941420	-	EIDGLC_03020	16.1	4.5		
SRR35809155_ctg370	2949438	2949689	-	EIDGLC_03028	9.3	10.0		
SRR35809155_ctg370	2950223	2951047	-	EIDGLC_03030	29.0	8.1	PF00515.34|TPR_1, PF07719.23|TPR_2, PF13176.12|TPR_7, PF13181.12|TPR_8, PF13374.12|TPR_10, PF13414.12|TPR_11, PF13424.12|TPR_12, PF13428.12|TPR_14, PF13431.12|TPR_17, PF13432.12|TPR_16, PF14559.12|TPR_19	PFAM:PF00515.34, PFAM:PF07719.23, PFAM:PF13176.12, PFAM:PF13181.12, PFAM:PF13374.12, PFAM:PF13414.12, PFAM:PF13424.12, PFAM:PF13428.12, PFAM:PF13431.12, PFAM:PF13432.12, PFAM:PF14559.12
SRR35809155_ctg370	2952596	2953375	+	EIDGLC_03032	27.1	5.3	PF18348.7|SH3_16	PFAM:PF18348.7
SRR35809155_ctg370	2953437	2954126	-	EIDGLC_03033	24.7	5.7	PF10531.15|SLBB, PF22461.2|SLBB_2	PFAM:PF10531.15, PFAM:PF22461.2, SO:0001217, UniRef:UniRef50_A0A0Q7E9D7
SRR35809155_ctg370	2954313	2955062	-	EIDGLC_03034	24.6	5.2		
SRR35809155_ctg370	2956845	2957240	+	EIDGLC_03037	13.3	10.7		
SRR35809155_ctg370	2960617	2962608	+	EIDGLC_03041	71.6	5.4	PF00072.30|Response_reg, PF00512.31|HisKA, PF02518.31|HATPase_c, PF05228.19|CHASE4	PFAM:PF00072.30, PFAM:PF00512.31, PFAM:PF02518.31, PFAM:PF05228.19
SRR35809155_ctg370	2963815	2964726	-	EIDGLC_03043	33.5	4.9		
SRR35809155_ctg370	2968473	2968934	+	EIDGLC_03049	16.4	9.0		
SRR35809155_ctg370	2990161	2990835	-	EIDGLC_03072	23.3	5.9	PF13441.11|Gly-zipper_YMGG, PF13488.11|Gly-zipper_Omp	PFAM:PF13441.11, PFAM:PF13488.11
SRR35809155_ctg370	2998654	2999058	+	EIDGLC_03079	14.1	4.7		
SRR35809155_ctg370	3002840	3003490	-	EIDGLC_03084	23.1	5.4		
SRR35809155_ctg370	3003685	3004266	+	EIDGLC_03085	20.2	9.8		
SRR35809155_ctg370	3019075	3019701	+	EIDGLC_03106	21.5	9.3		
SRR35809155_ctg370	3025826	3026284	-	EIDGLC_03115	16.9	4.1		
SRR35809155_ctg370	3046344	3047462	+	EIDGLC_03134	39.3	8.5		
SRR35809155_ctg370	3049789	3050559	-	EIDGLC_03138	27.5	5.2		
SRR35809155_ctg370	3066660	3067343	-	EIDGLC_03154	22.9	4.2		
SRR35809155_ctg370	3067424	3067660	-	EIDGLC_03155	8.6	5.3		
SRR35809155_ctg370	3067671	3068348	-	EIDGLC_03156	23.7	4.3		
SRR35809155_ctg370	3068505	3068864	-	EIDGLC_03157	13.0	10.3	PF01381.28|HTH_3, PF07022.19|Phage_CI_repr	PFAM:PF01381.28, PFAM:PF07022.19
SRR35809155_ctg370	3082674	3083063	+	EIDGLC_03173	13.9	9.4		
SRR35809155_ctg370	3090244	3091011	-	EIDGLC_03183	26.8	11.2		
SRR35809155_ctg370	3094236	3094604	-	EIDGLC_03188	13.3	4.5	PF00903.31|Glyoxalase	PFAM:PF00903.31
SRR35809155_ctg370	3095638	3096051	+	EIDGLC_03191	15.3	4.8	PF12680.13|SnoaL_2	PFAM:PF12680.13
SRR35809155_ctg370	3098223	3098405	-	EIDGLC_03194	6.6	6.8		
SRR35809155_ctg370	3109071	3109334	-	EIDGLC_03202	9.5	4.8		
SRR35809155_ctg370	3122704	3123066	+	EIDGLC_03209	12.5	4.9		
SRR35809155_ctg370	3128339	3128584	+	EIDGLC_03214	9.3	6.6	PF09019.17|EcoRII-C	PFAM:PF09019.17
SRR35809155_ctg370	3129354	3129614	+	EIDGLC_03215	10.0	5.1		
SRR35809155_ctg370	3132085	3132525	-	EIDGLC_03219	14.6	8.9		
SRR35809155_ctg370	3139425	3139625	-	EIDGLC_03227	6.9	4.1		SO:0001217, UniRef:UniRef50_A0A1I6QKA0
SRR35809155_ctg370	3140570	3141139	+	EIDGLC_03229	19.9	4.7	PF03544.19|TonB_C	PFAM:PF03544.19
SRR35809155_ctg370	3146487	3146861	+	EIDGLC_03236	13.7	10.7		SO:0001217, UniRef:UniRef50_A0A539D335
SRR35809155_ctg370	3154131	3155006	+	EIDGLC_03245	30.8	10.1		
SRR35809155_ctg370	3165641	3166066	-	EIDGLC_03260	16.6	10.5		
SRR35809155_ctg370	3166297	3166590	+	EIDGLC_03261	10.5	11.4		
SRR35809155_ctg370	3195831	3196313	-	EIDGLC_03287	17.1	6.7	PF03795.20|YCII	PFAM:PF03795.20
SRR35809155_ctg370	3197575	3197889	+	EIDGLC_03289	11.3	5.2		SO:0001217, UniRef:UniRef50_A0A0P0DCU5
SRR35809155_ctg370	3197886	3198512	-	EIDGLC_03290	21.5	5.7	PF13548.11|DUF4126	PFAM:PF13548.11
SRR35809155_ctg370	3220143	3220466	-	EIDGLC_03310	11.4	9.7		
SRR35809155_ctg370	3220594	3220749	-	EIDGLC_03311	5.8	10.9		SO:0001217, UniRef:UniRef50_A0A7Z8Y5T6
SRR35809155_ctg370	3220906	3221136	+	EIDGLC_03312	7.9	7.7		
SRR35809155_ctg370	3222792	3223664	+	EIDGLC_03315	31.8	5.5		SO:0001217, UniRef:UniRef50_A0A0Q7S9P3
SRR35809155_ctg370	3223906	3224589	-	EIDGLC_03317	24.5	9.6		SO:0001217, UniRef:UniRef50_A0A1S6EXU7
SRR35809155_ctg370	3225175	3225963	-	EIDGLC_03319	26.6	4.9	PF13714.12|PEP_mutase	PFAM:PF13714.12
SRR35809155_ctg370	3229560	3229883	-	EIDGLC_03322	12.0	9.4		
SRR35809155_ctg370	3231265	3231657	+	EIDGLC_03323	13.6	4.6		
SRR35809155_ctg370	3231700	3232170	-	EIDGLC_03324	17.0	10.2		
SRR35809155_ctg370	3232964	3233170	+	EIDGLC_03326	7.3	11.2		
SRR35809155_ctg370	3242871	3243824	-	EIDGLC_03339	33.5	10.4		
SRR35809155_ctg370	3243817	3244194	-	EIDGLC_03340	13.9	5.6		
SRR35809155_ctg370	3244394	3244918	-	EIDGLC_03341	17.5	11.6		
SRR35809155_ctg370	3248558	3249028	+	EIDGLC_03346	16.9	10.2		
SRR35809155_ctg370	3249190	3249975	+	EIDGLC_03347	28.4	9.4		
SRR35809155_ctg370	3250114	3250890	-	EIDGLC_03348	26.5	4.3		
SRR35809155_ctg370	3251051	3251659	+	EIDGLC_03349	20.2	4.3		
SRR35809155_ctg370	3251759	3252316	-	EIDGLC_03350	20.1	7.9	PF02559.22|CarD_TRCF_RID, PF21095.3|CarD_C	PFAM:PF02559.22, PFAM:PF21095.3
SRR35809155_ctg370	3252572	3253321	-	EIDGLC_03351	26.2	9.3		
SRR35809155_ctg370	3253797	3254261	-	EIDGLC_03353	16.5	9.1		
SRR35809155_ctg370	3257985	3258773	+	EIDGLC_03357	28.3	7.1		
SRR35809155_ctg370	3258780	3258878	-	EIDGLC_03358	3.8	12.0		
SRR35809155_ctg370	3265691	3266545	-	EIDGLC_03368	30.7	5.7	PF13640.12|2OG-FeII_Oxy_3	PFAM:PF13640.12
SRR35809155_ctg370	3270161	3271081	+	EIDGLC_03374	33.5	9.6		
SRR35809155_ctg370	3271098	3271832	+	EIDGLC_03375	25.3	9.8		
SRR35809155_ctg370	3273816	3274364	+	EIDGLC_03378	19.6	8.9	PF04828.22|GFA	PFAM:PF04828.22
SRR35809155_ctg370	3300068	3300292	+	EIDGLC_03408	7.3	5.8	PF00137.26|ATP-synt_C	PFAM:PF00137.26
SRR35809155_ctg370	3309674	3310381	-	EIDGLC_03418	25.2	7.7		
SRR35809155_ctg370	3315275	3315673	-	EIDGLC_03424	14.2	10.5		
SRR35809155_ctg370	3341742	3341942	+	EIDGLC_03450	7.1	4.2		
SRR35809155_ctg370	3343095	3343370	-	EIDGLC_03453	9.5	9.3		
SRR35809155_ctg370	3345880	3346200	+	EIDGLC_03456	11.1	11.6		
SRR35809155_ctg370	3347747	3348196	+	EIDGLC_03459	16.5	5.0		
SRR35809155_ctg370	3359037	3359510	-	EIDGLC_03469	16.2	7.7		
SRR35809155_ctg370	3359594	3360046	-	EIDGLC_03470	15.4	4.3	PF16747.10|Adhesin_E	PFAM:PF16747.10
SRR35809155_ctg370	3376920	3377183	-	EIDGLC_03484	9.7	9.0		SO:0001217, UniRef:UniRef50_A0A0P0DEH9
SRR35809155_ctg370	3384214	3385299	-	EIDGLC_03492	37.0	5.0		
SRR35809155_ctg370	3390827	3391183	+	EIDGLC_03497	13.7	9.4		
SRR35809155_ctg370	3391244	3391519	-	EIDGLC_03498	10.0	11.7		
SRR35809155_ctg370	3391647	3392075	-	EIDGLC_03499	15.2	4.4		
SRR35809155_ctg370	3392165	3392572	-	EIDGLC_03500	13.9	4.1		
SRR35809155_ctg370	3395229	3395471	-	EIDGLC_03504	8.7	5.3	PF01381.28|HTH_3, PF13443.12|HTH_26	PFAM:PF01381.28, PFAM:PF13443.12
SRR35809155_ctg370	3411597	3411740	-	EIDGLC_03526	5.6	12.0		
SRR35809155_ctg370	3415633	3416316	-	EIDGLC_03531	23.5	4.3	PF13860.12|FlgD_ig, PF13861.12|FLgD_tudor	PFAM:PF13860.12, PFAM:PF13861.12
SRR35809155_ctg370	3416320	3417642	-	EIDGLC_03532	44.4	4.5	PF02120.21|Flg_hook	PFAM:PF02120.21
SRR35809155_ctg370	3430460	3430801	-	EIDGLC_03544	13.2	6.9	PF01541.30|GIY-YIG	PFAM:PF01541.30
SRR35809155_ctg370	3434561	3435070	+	EIDGLC_03548	18.6	4.3		SO:0001217, UniRef:UniRef50_A0A1I6TGZ8
SRR35809155_ctg370	3446519	3446839	+	EIDGLC_03557	11.7	5.8		
SRR35809155_ctg370	3447291	3447773	-	EIDGLC_03558	17.6	6.1		
SRR35809155_ctg370	3447955	3448227	+	EIDGLC_03559	9.8	6.1		
SRR35809155_ctg370	3448499	3450637	+	EIDGLC_03560	78.8	8.0	PF00239.26|Resolvase, PF07508.19|Recombinase, PF13408.12|Zn_ribbon_recom	PFAM:PF00239.26, PFAM:PF07508.19, PFAM:PF13408.12
SRR35809155_ctg370	3453757	3454275	+	EIDGLC_03563	19.1	5.5		SO:0001217, UniRef:UniRef50_A0A6G9WDY6
SRR35809155_ctg370	3455387	3455728	+	EIDGLC_03565	11.8	4.4		
SRR35809155_ctg370	3455873	3456106	-	EIDGLC_03566	8.3	5.1		
SRR35809155_ctg370	3456103	3456231	-	EIDGLC_03567	4.8	9.2		
SRR35809155_ctg370	3456270	3456533	+	EIDGLC_03568	8.7	5.5		
SRR35809155_ctg370	3456597	3456839	+	EIDGLC_03569	8.3	10.6		
SRR35809155_ctg370	3456836	3457021	+	EIDGLC_03570	6.3	9.2		
SRR35809155_ctg370	3457018	3457164	+	EIDGLC_03571	4.8	6.0		
SRR35809155_ctg370	3463537	3464025	-	EIDGLC_03576	17.7	6.3	PF13545.12|HTH_Crp_2	PFAM:PF13545.12
SRR35809155_ctg370	3464863	3465084	+	EIDGLC_03577	7.9	4.3		
SRR35809155_ctg370	3465333	3465527	+	EIDGLC_03578	7.2	4.7		
SRR35809155_ctg370	3465573	3465710	+	EIDGLC_03579	5.4	4.5		
SRR35809155_ctg370	3465914	3466189	+	EIDGLC_03580	10.0	4.6	PF21834.1|DUF6894	PFAM:PF21834.1
SRR35809155_ctg370	3466390	3467022	-	EIDGLC_03581	23.1	7.8	PF13545.12|HTH_Crp_2	PFAM:PF13545.12
SRR35809155_ctg370	3467227	3467349	-	EIDGLC_03582	4.5	4.5		
SRR35809155_ctg370	3467619	3467822	-	EIDGLC_03583	7.7	6.6		
SRR35809155_ctg370	3472905	3474101	+	EIDGLC_03586	45.9	5.1	PF22722.2|NA-iREase1	PFAM:PF22722.2
SRR35809155_ctg370	3474237	3475166	+	EIDGLC_03587	35.0	6.8		
SRR35809155_ctg370	3477606	3477953	-	EIDGLC_03589	13.8	6.5	PF20283.3|CTD7	PFAM:PF20283.3
SRR35809155_ctg370	3479382	3479537	-	EIDGLC_03591	5.1	4.1		
SRR35809155_ctg370	3479855	3481714	-	EIDGLC_03592	69.3	9.0		
SRR35809155_ctg370	3491377	3491652	+	EIDGLC_03602	9.8	9.0	PF03083.21|MtN3_slv, PF04193.19|PQ-loop	PFAM:PF03083.21, PFAM:PF04193.19
SRR35809155_ctg370	3491769	3492989	+	EIDGLC_03603	40.5	11.6		
SRR35809155_ctg370	3504965	3505195	-	EIDGLC_03615	7.2	4.1		
SRR35809155_ctg370	3505670	3517510	+	EIDGLC_03616	378.6	4.1	PF12951.13|PATR	PFAM:PF12951.13
SRR35809155_ctg370	3518528	3518647	-	EIDGLC_03618	4.3	6.0		
SRR35809155_ctg370	3527851	3528339	-	EIDGLC_03626	17.2	5.6		
SRR35809155_ctg370	3537816	3539252	-	EIDGLC_03634	51.8	5.2		
SRR35809155_ctg370	3539392	3539826	-	EIDGLC_03635	14.8	9.6		
