ID	taxid	taxid2	length	name	nuctype	Htaxid	Hname	Vfamily	Hgroup	hosttype	seq_ids	<i>S</i><sub>G</sub> to Lepyrophagus	<i>S</i><sub>G</sub> to Eremotheras	<i>S</i><sub>G</sub> to Ammolykos	order
NC_028956	1572747	1572747-1	52139	Mannheimia phage vB_MhS_1152AP2	dsDNA	75985	Mannheimia haemolytica	-	Pseudomonadota	Prokaryote	NC_028956	0.0105	0.0	0.0081	2716
NC_048198	2283025	2283025-1	47116	Erwinia phage vB_EhrS_59	dsDNA	551	Erwinia	-	Pseudomonadota	Prokaryote	NC_048198	0.0064	0.0	0.0	2717
NC_048197	2283026	2283026-1	46835	Erwinia phage vB_EhrS_49	dsDNA	551	Erwinia	-	Pseudomonadota	Prokaryote	NC_048197	0.0058	0.0	0.0	2718
NC_071003	2894794	2894794-1	47816	Enterobacter phage vB_EclS_CobraSix	dsDNA	550	Enterobacter cloacae	-	Pseudomonadota	Prokaryote	NC_071003	0.0132	0.0	0.0	2719
NC_019927	984186	984186-1	47611	Cronobacter phage ENT47670	dsDNA	28141	Cronobacter sakazakii	-	Pseudomonadota	Prokaryote	NC_019927	0.0229	0.0	0.0	2720
NC_070949	2663326	2663326-1	50485	Erwinia phage Midgardsormr38	dsDNA	55211	Erwinia persicina	-	Pseudomonadota	Prokaryote	NC_070949	0.0146	0.0	0.0	2721
JF314845	1073754	1073754-1	22162	Cronobacter phage ES2	dsDNA	28141	Cronobacter sakazakii	-	Pseudomonadota	Prokaryote	JF314845	0.0120	0.0	0.0	2722
NC_019545	1147140	1147140-1	47355	Salmonella phage SPN3UB	dsDNA	90371	Salmonella enterica subsp. enterica serovar Typhimurium	-	Pseudomonadota	Prokaryote	NC_019545	0.0	0.0	0.0	2723
NC_018279	1168549	1168549-1	49116	Salmonella phage vB_SosS_Oslo	dsDNA	590	Salmonella	-	Pseudomonadota	Prokaryote	NC_018279	0.0013	0.0	0.0	2724
NC_006949	101570	101570-1	46900	Enterobacteria phage ES18	dsDNA	90371	Salmonella enterica subsp. enterica serovar Typhimurium	-	Pseudomonadota	Prokaryote	NC_006949	0.0014	0.0	0.0	2725
NC_054636	2282196	2282196-1	46454	Shigella phage Sf11 SMD-2017	dsDNA	623	Shigella flexneri	-	Pseudomonadota	Prokaryote	NC_054636	0.0	0.0	0.0	2726
NC_054637	2126819	2126819-1	46833	Escherichia phage vB_EcoS Sa179lw	dsDNA	562	Escherichia coli	-	Pseudomonadota	Prokaryote	NC_054637	0.0	0.0	0.0	2727
NC_010495	424716	424716-1	45051	Salmonella phage Vi II-E1	dsDNA	28901	Salmonella enterica	-	Pseudomonadota	Prokaryote	NC_010495	0.0	0.0	0.0	2728
NC_054638	2591136	2591136-1	45126	Salmonella phage vB_SenS_SB28	dsDNA	90370	Salmonella enterica subsp. enterica serovar Typhi	-	Pseudomonadota	Prokaryote	NC_054638	0.0	0.0	0.0	2729
NC_054648	2749381	2749381-1	47483	Salmonella phage vB_Se_STGO-35-1	dsDNA	149539	Salmonella enterica subsp. enterica serovar Enteritidis	-	Pseudomonadota	Prokaryote	NC_054648	0.0	0.0	0.0	2730
NC_054647	2562461	2562461-1	45367	Salmonella phage Akira	dsDNA	59201	Salmonella enterica subsp. enterica	-	Pseudomonadota	Prokaryote	NC_054647	0.0	0.0	0.0	2731
NC_054649	2769808	2769808-1	47611	Escherichia phage vB_EcoS_swi2	dsDNA	561	Escherichia	-	Pseudomonadota	Prokaryote	NC_054649	0.0	0.0	0.0	2732
NC_031924	1873985	1873985-1	47564	Salmonella phage IME207	dsDNA	573	Klebsiella pneumoniae	-	Pseudomonadota	Prokaryote	NC_031924	0.0	0.0	0.0	2733
NC_054650	2565502	2565502-1	44605	Shigella phage DS8	dsDNA	623	Shigella flexneri	-	Pseudomonadota	Prokaryote	NC_054650	0.0	0.0	0.0	2734
NC_054651	2340716	2340716-1	46667	Escherichia phage C1	dsDNA	562	Escherichia coli	-	Pseudomonadota	Prokaryote	NC_054651	0.0	0.0	0.0	2735
NC_054640	2419756	2419756-1	48285	Salmonella phage Segz_1	dsDNA	28901	Salmonella enterica	-	Pseudomonadota	Prokaryote	NC_054640	0.0	0.0	0.0	2736
NC_031918	1813769	1813769-1	45342	Salmonella phage 64795_sal3	dsDNA	28901	Salmonella enterica	-	Pseudomonadota	Prokaryote	NC_031918	0.0	0.0	0.0	2737
NC_054641	2583286	2583286-1	48608	Salmonella virus KFS-SE2	dsDNA	149539	Salmonella enterica subsp. enterica serovar Enteritidis	-	Pseudomonadota	Prokaryote	NC_054641	0.0	0.0	0.0	2738
NC_054639	2234035	2234035-1	47393	Salmonella phage Skate	dsDNA	90371	Salmonella enterica subsp. enterica serovar Typhimurium	-	Pseudomonadota	Prokaryote	NC_054639	0.0	0.0	0.0	2739
NC_054642	2479482	2479482-1	45881	Salmonella phage Seszw_1	dsDNA	28901	Salmonella enterica	-	Pseudomonadota	Prokaryote	NC_054642	0.0	0.0	0.0	2740
NC_054643	2419753	2419753-1	45049	Salmonella phage SeSz-2	dsDNA	28901	Salmonella enterica	-	Pseudomonadota	Prokaryote	NC_054643	0.0	0.0	0.0	2741
NC_054644	2301723	2301723-1	46905	Salmonella virus VSt472	dsDNA	90371	Salmonella enterica subsp. enterica serovar Typhimurium	-	Pseudomonadota	Prokaryote	NC_054644	0.0	0.0	0.0	2742
NC_054646	2686071	2686071-1	47604	Salmonella phage VB_StyS_BS5	dsDNA	599	Salmonella sp.	-	Pseudomonadota	Prokaryote	NC_054646	0.0	0.0	0.0	2743
NC_054645	1973454	1973454-1	47657	Salmonella phage LPST10	dsDNA	1299114	Salmonella enterica subsp. enterica serovar Typhimurium str. ATCC 14028	-	Pseudomonadota	Prokaryote	NC_054645	0.0	0.0	0.0	2744
NC_071157	2874887	2874887-1	47997	Klebsiella phage VLCpiS13c	dsDNA	573	Klebsiella pneumoniae	-	Pseudomonadota	Prokaryote	NC_071157	0.0	0.0	0.0	2745
NC_071155	2874886	2874886-1	48190	Klebsiella phage VLCpiS13b	dsDNA	573	Klebsiella pneumoniae	-	Pseudomonadota	Prokaryote	NC_071155	0.0	0.0	0.0	2746
NC_071142	2874888	2874888-1	46281	Klebsiella phage VLCpiS13d	dsDNA	573	Klebsiella pneumoniae	-	Pseudomonadota	Prokaryote	NC_071142	0.0	0.0	0.0	2747
NC_054652	2500166	2500166-1	46907	Klebsiella phage YX3973	dsDNA	573	Klebsiella pneumoniae	-	Pseudomonadota	Prokaryote	NC_054652	0.0	0.0	0.0	2748
NC_054653	2759464	2759464-1	46391	Klebsiella virus KpV2811	dsDNA	573	Klebsiella pneumoniae	-	Pseudomonadota	Prokaryote	NC_054653	0.0	0.0	0.0	2749
NC_054654	2820395	2820395-1	45424	Klebsiella phage vB_KpnS_ZX4	dsDNA	573	Klebsiella pneumoniae	-	Pseudomonadota	Prokaryote	NC_054654	0.0	0.0	0.0	2750
NC_071154	2873352	2873352-1	46100	Klebsiella phage BUCT541	dsDNA	573	Klebsiella pneumoniae	-	Pseudomonadota	Prokaryote	NC_071154	0.0	0.0	0.0	2751
NC_071156	2912296	2912296-1	46373	Klebsiella phage 6991	dsDNA	573	Klebsiella pneumoniae	-	Pseudomonadota	Prokaryote	NC_071156	0.0	0.0	0.0	2752
NC_071149	2981580	2981580-1	48797	Klebsiella phage vB_Kpn_ZCKp20p	dsDNA	573	Klebsiella pneumoniae	-	Pseudomonadota	Prokaryote	NC_071149	0.0	0.0	0.0	2753
NC_071150	2852114	2852114-1	48490	Klebsiella phage ZCKP8	dsDNA	576	Klebsiella sp.	-	Pseudomonadota	Prokaryote	NC_071150	0.0	0.0	0.0	2754
NC_071151	2982901	2982901-1	48258	Klebsiella phage vB_Kpn_ZC2	dsDNA	573	Klebsiella pneumoniae	-	Pseudomonadota	Prokaryote	NC_071151	0.0	0.0	0.0	2755
NC_071152	2874885	2874885-1	47956	Klebsiella phage VLCpiS13a	dsDNA	573	Klebsiella pneumoniae	-	Pseudomonadota	Prokaryote	NC_071152	0.0	0.0	0.0	2756
NC_071153	2834265	2834265-1	46774	Klebsiella phage BUCT610	dsDNA	573	Klebsiella pneumoniae	-	Pseudomonadota	Prokaryote	NC_071153	0.0	0.0	0.0	2757
NC_021534	754051	754051-1	47552	Vibrio phage pYD38-A	dsDNA	728064	Vibrio sp. YD38	-	Pseudomonadota	Prokaryote	NC_021534	0.0	0.0	0.0	2758
NC_042037	754050	754050-1	47624	Aeromonas phage pIS4-A	dsDNA	728059	Aeromonas sp. IS4	-	Pseudomonadota	Prokaryote	NC_042037	0.0	0.0	0.0	2759
NC_071145	2874889	2874889-1	47720	Klebsiella phage VLCpiS13e	dsDNA	573	Klebsiella pneumoniae	-	Pseudomonadota	Prokaryote	NC_071145	0.0	0.0	0.0	2760
NC_071146	2783667	2783667-1	46218	Klebsiella phage vB_KpnS_MK54	dsDNA	573	Klebsiella pneumoniae	-	Pseudomonadota	Prokaryote	NC_071146	0.0	0.0	0.0	2761
NC_071144	2874890	2874890-1	48050	Klebsiella phage VLCpiS13f	dsDNA	573	Klebsiella pneumoniae	-	Pseudomonadota	Prokaryote	NC_071144	0.0	0.0	0.0	2762
NC_071148	2968666	2968666-1	45716	Klebsiella phage KP591P3	dsDNA	573	Klebsiella pneumoniae	-	Pseudomonadota	Prokaryote	NC_071148	0.0	0.0	0.0	2763
NC_071147	2968665	2968665-1	45696	Klebsiella phage KP591P1	dsDNA	573	Klebsiella pneumoniae	-	Pseudomonadota	Prokaryote	NC_071147	0.0	0.0	0.0	2764
NC_047902	2059856	2059856-1	87196	Pseudomonas phage PMBT3	dsDNA	129847	Pseudomonas grimontii	-	Pseudomonadota	Prokaryote	NC_047902	0.0061	0.0065	0.0198	2765
NC_048166	2530172	2530172-1	88403	Pseudomonas phage Lana	dsDNA	306	Pseudomonas sp.	-	Pseudomonadota	Prokaryote	NC_048166	0.0046	0.0086	0.0185	2766
NC_074751	2777363	2777363-1	38613	Serratia phage vB_SmaS_Rovert	dsDNA	615	Serratia marcescens	-	Pseudomonadota	Prokaryote	NC_074751	0.0	0.0	0.0133	2767
NC_074754	2902694	2902694-1	42052	Serratia phage vB_SmaS_Ulliraptor	dsDNA	615	Serratia marcescens	-	Pseudomonadota	Prokaryote	NC_074754	0.0	0.0	0.0126	2768
NC_074755	2777364	2777364-1	42495	Serratia phage vB_SmaS_Bigdog	dsDNA	615	Serratia marcescens	-	Pseudomonadota	Prokaryote	NC_074755	0.0	0.0	0.0126	2769
NC_074753	2902692	2902692-1	41797	Serratia phage vB_SmaS_Stoker	dsDNA	615	Serratia marcescens	-	Pseudomonadota	Prokaryote	NC_074753	0.0	0.0	0.0126	2770
NC_074752	2914027	2914027-1	42045	Serratia phage vB_SmaS_Bonzee	dsDNA	615	Serratia marcescens	-	Pseudomonadota	Prokaryote	NC_074752	0.0	0.0	0.0127	2771
NC_023734	1071177	1071177-1	35725	Psychrobacter phage Psymv2	dsDNA	936347	Psychrobacter sp. MV2	-	Pseudomonadota	Prokaryote	NC_023734	0.0	0.0	0.0342	2772
NC_055026	2759732	2759732-1	39161	Ralstonia phage Dina	dsDNA	1310165	Ralstonia pseudosolanacearum	-	Pseudomonadota	Prokaryote	NC_055026	0.0158	0.0111	0.0193	2773
NC_007497	348137	348137-1	44856	Burkholderia phage Bcep176	dsDNA	292	Burkholderia cepacia	-	Pseudomonadota	Prokaryote	NC_007497	0.0034	0.0029	0.0079	2774
NC_013055	335797	335797-1	39896	Burkholderia phage KS9	dsDNA	87882	-	-	-	Prokaryote	NC_013055	0.0122	0.0074	0.0397	2775
NC_009235	2881400	2881400-1	48674	Burkholderia phage phi644-2	dsDNA	28450	Burkholderia pseudomallei	-	Pseudomonadota	Prokaryote	NC_009235	0.0	0.0	0.0224	2776
NC_003309	2883940	2883940-1	53373	Burkholderia phage phiE125	dsDNA	57975	Burkholderia thailandensis	-	Pseudomonadota	Prokaryote	NC_003309	0.0047	0.0167	0.0269	2777
NC_005284	2881399	2881399-1	54865	Burkholderia phage phi1026b	dsDNA	884204	Burkholderia pseudomallei 1026b	-	Pseudomonadota	Prokaryote	NC_005284	0.0	0.0107	0.0282	2778
NC_003356	103807	103807-1	42575	Enterobacteria phage phiP27	dsDNA	562	Escherichia coli	-	Pseudomonadota	Prokaryote	NC_003356	0.0082	0.0	0.0258	2779
NC_004313	175950	175950-1	40149	Salmonella phage ST64B	dsDNA	90371	Salmonella enterica subsp. enterica serovar Typhimurium	-	Pseudomonadota	Prokaryote	NC_004313	0.0087	0.0	0.0262	2780
NC_031940	1813771	1813771-1	77375	Salmonella phage 118970_sal3	dsDNA	28901	Salmonella enterica	-	Pseudomonadota	Prokaryote	NC_031940	0.0115	0.0	0.0318	2781
NC_027339	1225789	1225789-1	38389	Enterobacteria phage SfI	dsDNA	623	Shigella flexneri	-	Pseudomonadota	Prokaryote	NC_027339	0.0028	0.0	0.0246	2782
NC_003444	55884	55884-1	37074	Enterobacteria phage SfV	dsDNA	623	Shigella flexneri	-	Pseudomonadota	Prokaryote	NC_003444	0.0027	0.0	0.0268	2783
NC_022749	1407493	1407493-1	39758	Shigella phage SfIV	dsDNA	623	Shigella flexneri	-	Pseudomonadota	Prokaryote	NC_022749	0.0027	0.0	0.0289	2784
NC_021857	66284	66284-1	41475	Shigella phage SfII	dsDNA	620	Shigella	-	Pseudomonadota	Prokaryote	NC_021857	0.0038	0.0	0.0245	2785
NC_005069	172667	172667-1	46339	Yersinia phage PY54	dsDNA	630	Yersinia enterocolitica	-	Pseudomonadota	Prokaryote	NC_005069	0.0	0.0027	0.0194	2786
NC_005857	255431	255431-1	51601	Klebsiella phage phiKO2	dsDNA	571	Klebsiella oxytoca	-	Pseudomonadota	Prokaryote	NC_005857	0.0	0.0014	0.0158	2787
NC_001901	1604876	1604876-1	46375	Escherichia phage N15	dsDNA	562	Escherichia coli	-	Pseudomonadota	Prokaryote	NC_001901	0.0	0.0027	0.0	2788
NC_019720	1147156	1147156-1	44120	Enterobacteria phage mEp213	dsDNA	562	Escherichia coli	-	Pseudomonadota	Prokaryote	NC_019720	0.0064	0.0034	0.0052	2789
NC_019706	1147149	1147149-1	42780	Enterobacteria phage mEp043 c-1	dsDNA	562	Escherichia coli	-	Pseudomonadota	Prokaryote	NC_019706	0.0	0.0034	0.0052	2790
NC_019721	1147158	1147158-1	40029	Enterobacteria phage mEp390	dsDNA	562	Escherichia coli	-	Pseudomonadota	Prokaryote	NC_019721	0.0082	0.0	0.0031	2791
NC_019934	984175	984175-1	39012	Cronobacter phage ENT39118	dsDNA	28141	Cronobacter sakazakii	-	Pseudomonadota	Prokaryote	NC_019934	0.0059	0.0	0.0101	2792
NC_019710	1147143	1147143-1	40710	Enterobacteria phage HK140	dsDNA	562	Escherichia coli	-	Pseudomonadota	Prokaryote	NC_019710	0.0	0.0	0.0031	2793
NC_019708	1147150	1147150-1	37595	Enterobacteria phage mEp235	dsDNA	562	Escherichia coli	-	Pseudomonadota	Prokaryote	NC_019708	0.0099	0.0	0.0229	2794
NC_019705	1147154	1147154-1	38759	Escherichia phage mEpX2	dsDNA	562	Escherichia coli	-	Pseudomonadota	Prokaryote	NC_019705	0.0088	0.0	0.0044	2795
NC_002166	2681618	2681618-1	40751	Escherichia phage HK022	dsDNA	562	Escherichia coli	-	Pseudomonadota	Prokaryote	NC_002166	0.0083	0.0	0.0031	2796
NC_019769	432200	432200-1	38964	Escherichia phage HK542	dsDNA	562	Escherichia coli	-	Pseudomonadota	Prokaryote	NC_019769	0.0101	0.0	0.0044	2797
NC_049926	2015807	2015807-1	40469	Escherichia phage ECP1	dsDNA	511145	Escherichia coli str. K-12 substr. MG1655	-	Pseudomonadota	Prokaryote	NC_049926	0.0099	0.0	0.0044	2798
NC_019709	1147153	1147153-1	41567	Escherichia phage mEpX1	dsDNA	562	Escherichia coli	-	Pseudomonadota	Prokaryote	NC_019709	0.0	0.0	0.0031	2799
NC_016160	906668	906668-1	36661	Escherichia phage HK75	dsDNA	83333	Escherichia coli K-12	-	Pseudomonadota	Prokaryote	NC_016160	0.0074	0.0	0.0044	2800
NC_019719	1147147	1147147-1	41528	Escherichia phage HK633	dsDNA	562	Escherichia coli	-	Pseudomonadota	Prokaryote	NC_019719	0.0088	0.0	0.0031	2801
NC_002167	2681617	2681617-1	39732	Escherichia phage HK97	dsDNA	562	Escherichia coli	-	Pseudomonadota	Prokaryote	NC_002167	0.0086	0.0	0.0031	2802
NC_019715	1147157	1147157-1	39578	Escherichia phage mEp234	dsDNA	562	Escherichia coli	-	Pseudomonadota	Prokaryote	NC_019715	0.0101	0.0	0.0031	2803
NC_019768	432198	432198-1	41468	Escherichia phage HK106	dsDNA	562	Escherichia coli	-	Pseudomonadota	Prokaryote	NC_019768	0.0112	0.0	0.0031	2804
NC_019767	432201	432201-1	40155	Escherichia phage HK544	dsDNA	562	Escherichia coli	-	Pseudomonadota	Prokaryote	NC_019767	0.0075	0.0	0.0031	2805
NC_019714	1147145	1147145-1	39026	Escherichia phage HK446	dsDNA	562	Escherichia coli	-	Pseudomonadota	Prokaryote	NC_019714	0.0062	0.0	0.0044	2806
KF030445	1115653	1115653-1	47343	Escherichia phage 1720a-02	dsDNA	543	Enterobacteriaceae	-	Pseudomonadota	Prokaryote	KF030445	0.0039	0.0036	0.0122	2807
NC_019716	1147152	1147152-1	44510	Enterobacteria phage mEp460	dsDNA	562	Escherichia coli	-	Pseudomonadota	Prokaryote	NC_019716	0.0054	0.0025	0.0092	2808
NC_009514	414970	414970-1	47021	Enterobacteria phage cdtI	dsDNA	562	Escherichia coli	-	Pseudomonadota	Prokaryote	NC_009514	0.0026	0.0025	0.0051	2809
NC_049941	1226260	1226260-1	58326	Stx2-converting phage Stx2a_WGPS2	dsDNA	83334	Escherichia coli O157:H7	-	Pseudomonadota	Prokaryote	NC_049941	0.0064	0.0	0.0029	2810
NC_049942	1147722	1147722-1	57198	Escherichia phage JLK-2012	dsDNA	244320	Escherichia coli O55:H7	-	Pseudomonadota	Prokaryote	NC_049942	0.0	0.0	0.0028	2811
NC_004813	196242	196242-1	57930	Enterobacteria phage BP-4795	dsDNA	562	Escherichia coli	-	Pseudomonadota	Prokaryote	NC_004813	0.0	0.0	0.0029	2812
NC_011356	564886	564886-1	54896	Enterobacteria phage YYZ-2008	dsDNA	83334	Escherichia coli O157:H7	-	Pseudomonadota	Prokaryote	NC_011356	0.0073	0.0	0.0040	2813
NC_049945	1226262	1226262-1	57849	Stx2-converting phage Stx2a_WGPS6	dsDNA	83334	Escherichia coli O157:H7	-	Pseudomonadota	Prokaryote	NC_049945	0.0083	0.0	0.0040	2814
NC_049944	1226263	1226263-1	55023	Stx2-converting phage Stx2a_WGPS8	dsDNA	83334	Escherichia coli O157:H7	-	Pseudomonadota	Prokaryote	NC_049944	0.0073	0.0	0.0039	2815
NC_011357	563769	563769-1	62147	Stx2-converting phage 1717	dsDNA	83334	Escherichia coli O157:H7	-	Pseudomonadota	Prokaryote	NC_011357	0.0083	0.0	0.0028	2816
NC_049943	254397	254397-1	57248	Enterobacteria phage 2851	dsDNA	562	Escherichia coli	-	Pseudomonadota	Prokaryote	NC_049943	0.0083	0.0	0.0040	2817
NC_021190	10713	10713-1	46150	Enterobacteria phage phi80	dsDNA	562	Escherichia coli	-	Pseudomonadota	Prokaryote	NC_021190	0.0	0.0	0.0	2818
NC_019704	1147151	1147151-1	44375	Enterobacteria phage mEp237	dsDNA	562	Escherichia coli	-	Pseudomonadota	Prokaryote	NC_019704	0.0	0.0	0.0029	2819
NC_019717	1147144	1147144-1	45366	Enterobacteria phage HK225	dsDNA	562	Escherichia coli	-	Pseudomonadota	Prokaryote	NC_019717	0.0	0.0	0.0	2820
NC_049950	2847058	2847058-1	46288	Escherichia phage 2H10	dsDNA	561	Escherichia	-	Pseudomonadota	Prokaryote	NC_049950	0.0016	0.0	0.0	2821
NC_049946	2847059	2847059-1	49168	Escherichia phage 4A7	dsDNA	561	Escherichia	-	Pseudomonadota	Prokaryote	NC_049946	0.0	0.0	0.0	2822
NC_049947	2847055	2847055-1	46703	Escherichia phage 1H12	dsDNA	561	Escherichia	-	Pseudomonadota	Prokaryote	NC_049947	0.0	0.0	0.0	2823
NC_049949	2847062	2847062-1	46685	Escherichia phage ev207	dsDNA	561	Escherichia	-	Pseudomonadota	Prokaryote	NC_049949	0.0026	0.0	0.0	2824
NC_049948	2847060	2847060-1	50126	Escherichia phage ev017	dsDNA	561	Escherichia	-	Pseudomonadota	Prokaryote	NC_049948	0.0026	0.0	0.0	2825
NC_049952	2847056	2847056-1	48763	Escherichia phage 2B8	dsDNA	561	Escherichia	-	Pseudomonadota	Prokaryote	NC_049952	0.0026	0.0	0.0	2826
NC_049953	2847061	2847061-1	47224	Escherichia phage ev099	dsDNA	561	Escherichia	-	Pseudomonadota	Prokaryote	NC_049953	0.0028	0.0	0.0	2827
NC_049955	2847063	2847063-1	45560	Escherichia phage ev243	dsDNA	561	Escherichia	-	Pseudomonadota	Prokaryote	NC_049955	0.0028	0.0	0.0	2828
NC_049954	2847057	2847057-1	47142	Escherichia phage 2G7b	dsDNA	561	Escherichia	-	Pseudomonadota	Prokaryote	NC_049954	0.0026	0.0	0.0	2829
NC_019711	1147148	1147148-1	47288	Escherichia phage HK629	dsDNA	562	Escherichia coli	-	Pseudomonadota	Prokaryote	NC_019711	0.0099	0.0	0.0	2830
NC_019723	1147146	1147146-1	47090	Escherichia phage HK630	dsDNA	562	Escherichia coli	-	Pseudomonadota	Prokaryote	NC_019723	0.0099	0.0	0.0	2831
NC_042057	482822	482822-1	42925	Escherichia phage DE3	dsDNA	469008	Escherichia coli BL21(DE3)	-	Pseudomonadota	Prokaryote	NC_042057	0.0014	0.0	0.0	2832
NC_001416	2681611	2681611-1	48502	Escherichia phage Lambda	dsDNA	562	Escherichia coli	-	Pseudomonadota	Prokaryote	NC_001416	0.0028	0.0	0.0	2833
NC_049951	2282412	2282412-1	41969	Enterobacteria phage O276	dsDNA	562	Escherichia coli	-	Pseudomonadota	Prokaryote	NC_049951	0.0	0.0	0.0	2834
NC_016158	906669	906669-1	49576	Escherichia phage HK639	dsDNA	562	Escherichia coli	-	Pseudomonadota	Prokaryote	NC_016158	0.0034	0.0	0.0	2835
NC_018454	1168280	1168280-1	39974	Cronobacter phage phiES15	dsDNA	1138308	Cronobacter sakazakii ES15	-	Pseudomonadota	Prokaryote	NC_018454	0.0044	0.0	0.0	2836
NC_070759	2908746	2908746-1	40808	Aeromonas phage pAEv1818	dsDNA	654	Aeromonas veronii	-	Pseudomonadota	Prokaryote	NC_070759	0.0033	0.0	0.0	2837
NC_070875	2282409	2282409-1	42969	Serratia phage Scapp	dsDNA	615	Serratia marcescens	-	Pseudomonadota	Prokaryote	NC_070875	0.0	0.0	0.0	2838
NC_023555	1391659	1391659-1	43017	Edwardsiella phage eiAU-183	dsDNA	67780	Edwardsiella ictaluri	-	Pseudomonadota	Prokaryote	NC_023555	0.0	0.0	0.0	2839
NC_042029	945083	945083-1	43015	Edwardsiella phage eiAU	dsDNA	67780	Edwardsiella ictaluri	-	Pseudomonadota	Prokaryote	NC_042029	0.0	0.0	0.0	2840
NC_073056	2696442	2696442-1	46017	Escherichia phage rolling	dsDNA	562	Escherichia coli	-	Pseudomonadota	Prokaryote	NC_073056	0.0	0.0	0.0	2841
NC_073057	2851981	2851981-1	43104	Escherichia phage KarlBarth	dsDNA	83333	Escherichia coli K-12	-	Pseudomonadota	Prokaryote	NC_073057	0.0	0.0	0.0	2842
NC_073058	2508187	2508187-1	45536	Escherichia phage vB_EcoS_WFI	dsDNA	562	Escherichia coli	-	Pseudomonadota	Prokaryote	NC_073058	0.0	0.0	0.0	2843
NC_073059	2865806	2865806-1	45243	Escherichia phage vB_EcoS-CHD5UKE2	dsDNA	562	Escherichia coli	-	Pseudomonadota	Prokaryote	NC_073059	0.0	0.0	0.0	2844
NC_073060	2508186	2508186-1	47082	Escherichia phage vB_EcoS_WF5505	dsDNA	562	Escherichia coli	-	Pseudomonadota	Prokaryote	NC_073060	0.0	0.0	0.0	2845
NC_073061	2865793	2865793-1	45251	Escherichia phage vB_EcoS-101114BS4	dsDNA	562	Escherichia coli	-	Pseudomonadota	Prokaryote	NC_073061	0.0	0.0	0.0	2846
NC_019724	1147142	1147142-1	43741	Escherichia phage HK578	dsDNA	562	Escherichia coli	-	Pseudomonadota	Prokaryote	NC_019724	0.0	0.0	0.0	2847
NC_013600	673375	673375-1	45169	Sodalis phage SO1	dsDNA	63612	Sodalis glossinidius	-	Pseudomonadota	Prokaryote	NC_013600	0.0	0.0	0.0	2848
NC_016566	1109721	1109721-1	44077	Shigella phage EP23	dsDNA	624	Shigella sonnei	-	Pseudomonadota	Prokaryote	NC_016566	0.0	0.0	0.0	2849
NC_073063	2488596	2488596-1	43945	Escherichia phage vB_EcoS_PNS1	dsDNA	562	Escherichia coli	-	Pseudomonadota	Prokaryote	NC_073063	0.0	0.0	0.0	2850
NC_027383	1567004	1567004-1	44613	Escherichia phage YD-2008.s	dsDNA	562	Escherichia coli	-	Pseudomonadota	Prokaryote	NC_027383	0.0	0.0	0.0	2851
NC_073074	2823683	2823683-1	44281	Escherichia phage UAE_MI-01	dsDNA	83334	Escherichia coli O157:H7	-	Pseudomonadota	Prokaryote	NC_073074	0.0	0.0	0.0	2852
NC_073069	2060112	2060112-1	44283	Escherichia phage B2	dsDNA	561	Escherichia	-	Pseudomonadota	Prokaryote	NC_073069	0.0	0.0	0.0	2853
NC_012223	2681619	2681619-1	44899	Escherichia phage SSL-2009a	dsDNA	562	Escherichia coli	-	Pseudomonadota	Prokaryote	NC_012223	0.0	0.0	0.0	2854
NC_019419	2681620	2681620-1	43457	Escherichia phage JL1	dsDNA	83334	Escherichia coli O157:H7	-	Pseudomonadota	Prokaryote	NC_019419	0.0	0.0	0.0	2855
NC_073051	2970333	2970333-1	37268	Escherichia phage PEC14	dsDNA	562	Escherichia coli	-	Pseudomonadota	Prokaryote	NC_073051	0.0	0.0	0.0	2856
NC_073088	2936919	2936919-1	45201	Escherichia phage PC2	dsDNA	1884818	Escherichia sp.	-	Pseudomonadota	Prokaryote	NC_073088	0.0	0.0	0.0	2857
NC_024783	1527514	1527514-1	44332	Escherichia phage EK99P-1	dsDNA	562	Escherichia coli	-	Pseudomonadota	Prokaryote	NC_024783	0.0	0.0	0.0	2858
NC_073086	2924880	2924880-1	45204	Escherichia phage vB_EcoS_L-h 1M	dsDNA	562	Escherichia coli	-	Pseudomonadota	Prokaryote	NC_073086	0.0	0.0	0.0	2859
NC_073085	2735301	2735301-1	45204	Escherichia phage vB_EcoS_011D5	dsDNA	562	Escherichia coli	-	Pseudomonadota	Prokaryote	NC_073085	0.0	0.0	0.0	2860
NC_073082	2902747	2902747-1	44715	Shigella phage vB_SboD_StarDew	dsDNA	621	Shigella boydii	-	Pseudomonadota	Prokaryote	NC_073082	0.0	0.0	0.0	2861
NC_073081	2836105	2836105-1	44887	Escherichia phage vB_EcoS_Sponge	dsDNA	562	Escherichia coli	-	Pseudomonadota	Prokaryote	NC_073081	0.0	0.0	0.0	2862
NC_073062	2851978	2851978-1	43627	Escherichia phage TheodorHerzl	dsDNA	83333	Escherichia coli K-12	-	Pseudomonadota	Prokaryote	NC_073062	0.0	0.0	0.0	2863
NC_073079	2894795	2894795-1	44583	Escherichia phage vB_EcoD_Over9000	dsDNA	562	Escherichia coli	-	Pseudomonadota	Prokaryote	NC_073079	0.0	0.0	0.0	2864
NC_073080	2936906	2936906-1	44849	Escherichia phage EC115	dsDNA	562	Escherichia coli	-	Pseudomonadota	Prokaryote	NC_073080	0.0	0.0	0.0	2865
