gene	start	stop	strand	contig	score	partial	mmseqs_phrog	mmseqs_alnScore	mmseqs_seqIdentity	mmseqs_eVal	pyhmmer_phrog	pyhmmer_bitscore	pyhmmer_evalue	custom_hmm_id	custom_hmm_bitscore	custom_hmm_evalue	phrog	Method	Region	color	annot	category	vfdb_hit	vfdb_alnScore	vfdb_seqIdentity	vfdb_eVal	vfdb_short_name	vfdb_description	vfdb_species	CARD_hit	CARD_alnScore	CARD_seqIdentity	CARD_eVal	CARD_species	ARO_Accession	CARD_short_name	Protein_Accession	DNA_Accession	AMR_Gene_Family	Drug_Class	Resistance_Mechanism	transl_table
SRR35809332_ctg1415|provirus_2633736_2673366_CDS_0053	33392	33057	-	SRR35809332_ctg1415|provirus_2633736_2673366	66.9	00	2041	49.0	0.309	2.118e-09	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	2041	ab initio prediction:Pyrodigal-gv:0.3.2	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SRR35809332_ctg1415|provirus_2633736_2673366_CDS_0054	34659	33394	-	SRR35809332_ctg1415|provirus_2633736_2673366	230.2	00	296	70.0	0.213	1.33e-14	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	296	ab initio prediction:Pyrodigal-gv:0.3.2	CDS	#fea328	DNA transposition protein	integration and excision	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SRR35809332_ctg1415|provirus_2633736_2673366_CDS_0055	36548	34785	-	SRR35809332_ctg1415|provirus_2633736_2673366	295.6	00	310	242.0	0.317	8.765e-69	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	310	ab initio prediction:Pyrodigal-gv:0.3.2	CDS	#fea328	transposase	integration and excision	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SRR35809332_ctg1415|provirus_2633736_2673366_CDS_0056	37488	36550	-	SRR35809332_ctg1415|provirus_2633736_2673366	170.5	00	1748	113.0	0.311	8.222999999999999e-29	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	1748	ab initio prediction:Pyrodigal-gv:0.3.2	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SRR35809332_ctg1415|provirus_2633736_2673366_CDS_0057	37846	37517	-	SRR35809332_ctg1415|provirus_2633736_2673366	56.3	00	1368	56.0	0.36	3.276e-12	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	1368	ab initio prediction:Pyrodigal-gv:0.3.2	CDS	#a861e3	transcriptional regulator	transcription regulation	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SRR35809332_ctg1415|provirus_2633736_2673366_CDS_0058	38325	37843	-	SRR35809332_ctg1415|provirus_2633736_2673366	87.2	00	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	ab initio prediction:Pyrodigal-gv:0.3.2	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SRR35809332_ctg1415|provirus_2633736_2673366_CDS_0059	38790	38434	-	SRR35809332_ctg1415|provirus_2633736_2673366	7.4	00	769	51.0	0.408	1.249e-10	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	769	ab initio prediction:Pyrodigal-gv:0.3.2	CDS	#a861e3	transcriptional repressor	transcription regulation	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SRR35809332_ctg1415|provirus_2633736_2673366_CDS_0060	38867	39631	+	SRR35809332_ctg1415|provirus_2633736_2673366	71.5	00	4836	46.0	0.269	2.094e-07	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	4836	ab initio prediction:Pyrodigal-gv:0.3.2	CDS	#a861e3	CII-like regulator	transcription regulation	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SRR35809336_ctg10052|provirus_1805875_1849128_CDS_0001	285	1	-	SRR35809336_ctg10052|provirus_1805875_1849128	33.4	00	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	ab initio prediction:Pyrodigal-gv:0.3.2	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SRR35809336_ctg10052|provirus_1805875_1849128_CDS_0002	1281	313	-	SRR35809336_ctg10052|provirus_1805875_1849128	114.7	00	863	71.0	0.252	4.651e-15	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	863	ab initio prediction:Pyrodigal-gv:0.3.2	CDS	#07e9a2	tail fiber assembly	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SRR35809336_ctg10052|provirus_1805875_1849128_CDS_0003	4030	1334	-	SRR35809336_ctg10052|provirus_1805875_1849128	492.7	00	31	108.0	0.167	7.769e-25	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	31	ab initio prediction:Pyrodigal-gv:0.3.2	CDS	#07e9a2	central tail fiber J	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SRR35809336_ctg10052|provirus_1805875_1849128_CDS_0004	4470	4027	-	SRR35809336_ctg10052|provirus_1805875_1849128	56.8	00	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	ab initio prediction:Pyrodigal-gv:0.3.2	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SRR35809336_ctg10052|provirus_1805875_1849128_CDS_0005	4850	4470	-	SRR35809336_ctg10052|provirus_1805875_1849128	43.4	00	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	ab initio prediction:Pyrodigal-gv:0.3.2	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SRR35809336_ctg10052|provirus_1805875_1849128_CDS_0006	4907	5284	+	SRR35809336_ctg10052|provirus_1805875_1849128	63.0	00	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	ab initio prediction:Pyrodigal-gv:0.3.2	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SRR35809336_ctg10052|provirus_1805875_1849128_CDS_0007	5805	5290	-	SRR35809336_ctg10052|provirus_1805875_1849128	103.5	00	396	63.0	0.267	1.751e-13	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	396	ab initio prediction:Pyrodigal-gv:0.3.2	CDS	#07e9a2	minor tail protein	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SRR35809336_ctg10052|provirus_1805875_1849128_CDS_0008	6166	5798	-	SRR35809336_ctg10052|provirus_1805875_1849128	61.6	00	384	54.0	0.338	1.31e-10	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	384	ab initio prediction:Pyrodigal-gv:0.3.2	CDS	#3e83f6	virion structural protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SRR35809336_ctg10052|provirus_1805875_1849128_CDS_0009	7920	6166	-	SRR35809336_ctg10052|provirus_1805875_1849128	338.5	00	8892	100.0	0.183	5.654999999999999e-23	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	8892	ab initio prediction:Pyrodigal-gv:0.3.2	CDS	#07e9a2	tail length tape measure protein	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SRR35809336_ctg10052|provirus_1805875_1849128_CDS_0010	8213	7917	-	SRR35809336_ctg10052|provirus_1805875_1849128	44.2	00	680	41.0	0.362	1.325e-07	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	680	ab initio prediction:Pyrodigal-gv:0.3.2	CDS	#07e9a2	tail length tape measure protein	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SRR35809336_ctg10052|provirus_1805875_1849128_CDS_0011	8635	8306	-	SRR35809336_ctg10052|provirus_1805875_1849128	57.4	00	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	ab initio prediction:Pyrodigal-gv:0.3.2	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SRR35809336_ctg10052|provirus_1805875_1849128_CDS_0012	9597	8665	-	SRR35809336_ctg10052|provirus_1805875_1849128	162.7	00	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	ab initio prediction:Pyrodigal-gv:0.3.2	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SRR35809336_ctg10052|provirus_1805875_1849128_CDS_0013	9788	9600	-	SRR35809336_ctg10052|provirus_1805875_1849128	18.7	00	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	ab initio prediction:Pyrodigal-gv:0.3.2	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SRR35809336_ctg10052|provirus_1805875_1849128_CDS_0014	10246	9785	-	SRR35809336_ctg10052|provirus_1805875_1849128	55.8	00	209	53.0	0.26	1.561e-10	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	209	ab initio prediction:Pyrodigal-gv:0.3.2	CDS	#3e83f6	portal protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SRR35809336_ctg10052|provirus_1805875_1849128_CDS_0015	10739	10236	-	SRR35809336_ctg10052|provirus_1805875_1849128	79.6	00	26	57.0	0.276	1.73e-11	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	26	ab initio prediction:Pyrodigal-gv:0.3.2	CDS	#35d7ff	tail completion or Neck1 protein	connector	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SRR35809336_ctg10052|provirus_1805875_1849128_CDS_0016	11167	10739	-	SRR35809336_ctg10052|provirus_1805875_1849128	87.7	00	195	76.0	0.386	2.837e-18	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	195	ab initio prediction:Pyrodigal-gv:0.3.2	CDS	#35d7ff	head-tail adaptor	connector	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SRR35809336_ctg10052|provirus_1805875_1849128_CDS_0017	11382	11164	-	SRR35809336_ctg10052|provirus_1805875_1849128	27.6	00	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	ab initio prediction:Pyrodigal-gv:0.3.2	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SRR35809336_ctg10052|provirus_1805875_1849128_CDS_0018	12538	11588	-	SRR35809336_ctg10052|provirus_1805875_1849128	145.9	00	32158	50.0	0.325	9.613e-09	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	32158	ab initio prediction:Pyrodigal-gv:0.3.2	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SRR35809336_ctg10052|provirus_1805875_1849128_CDS_0019	12975	12634	-	SRR35809336_ctg10052|provirus_1805875_1849128	51.0	00	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	ab initio prediction:Pyrodigal-gv:0.3.2	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SRR35809336_ctg10052|provirus_1805875_1849128_CDS_0020	14016	13117	-	SRR35809336_ctg10052|provirus_1805875_1849128	184.3	00	371	344.0	0.594	2.561e-108	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	371	ab initio prediction:Pyrodigal-gv:0.3.2	CDS	#3e83f6	major head protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SRR35809336_ctg10052|provirus_1805875_1849128_CDS_0021	14846	14043	-	SRR35809336_ctg10052|provirus_1805875_1849128	152.7	00	1731	91.0	0.386	1.513e-23	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	1731	ab initio prediction:Pyrodigal-gv:0.3.2	CDS	#3e83f6	virion structural protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SRR35809336_ctg10052|provirus_1805875_1849128_CDS_0022	15998	14868	-	SRR35809336_ctg10052|provirus_1805875_1849128	191.7	00	328	156.0	0.304	1.009e-42	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	328	ab initio prediction:Pyrodigal-gv:0.3.2	CDS	#3e83f6	head maturation protease	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SRR35809336_ctg10052|provirus_1805875_1849128_CDS_0023	16107	17744	+	SRR35809336_ctg10052|provirus_1805875_1849128	331.6	00	113	235.0	0.335	7.799999999999999e-68	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	113	ab initio prediction:Pyrodigal-gv:0.3.2	CDS	#3e83f6	portal protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SRR35809336_ctg10052|provirus_1805875_1849128_CDS_0024	17737	18438	+	SRR35809336_ctg10052|provirus_1805875_1849128	125.0	00	220	153.0	0.419	6.311999999999999e-41	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	220	ab initio prediction:Pyrodigal-gv:0.3.2	CDS	#3e83f6	minor head protein and DNA pilot	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SRR35809336_ctg10052|provirus_1805875_1849128_CDS_0025	19517	18546	-	SRR35809336_ctg10052|provirus_1805875_1849128	33.9	00	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	ab initio prediction:Pyrodigal-gv:0.3.2	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SRR35809336_ctg10052|provirus_1805875_1849128_CDS_0026	20131	19928	-	SRR35809336_ctg10052|provirus_1805875_1849128	38.9	00	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	ab initio prediction:Pyrodigal-gv:0.3.2	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SRR35809336_ctg10052|provirus_1805875_1849128_CDS_0027	20260	20757	+	SRR35809336_ctg10052|provirus_1805875_1849128	17.5	00	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	ab initio prediction:Pyrodigal-gv:0.3.2	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SRR35809336_ctg10052|provirus_1805875_1849128_CDS_0028	20858	21715	+	SRR35809336_ctg10052|provirus_1805875_1849128	63.0	00	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	ab initio prediction:Pyrodigal-gv:0.3.2	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SRR35809336_ctg10052|provirus_1805875_1849128_CDS_0029	23667	21754	-	SRR35809336_ctg10052|provirus_1805875_1849128	188.2	00	11419	124.0	0.285	4.007e-31	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	11419	ab initio prediction:Pyrodigal-gv:0.3.2	CDS	#07e9a2	tail fiber protein	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SRR35809336_ctg10052|provirus_1805875_1849128_CDS_0030	23942	23667	-	SRR35809336_ctg10052|provirus_1805875_1849128	51.3	00	12296	44.0	0.382	5.836e-08	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	12296	ab initio prediction:Pyrodigal-gv:0.3.2	CDS	#07e9a2	tail fiber protein	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SRR35809336_ctg10052|provirus_1805875_1849128_CDS_0031	24196	23960	-	SRR35809336_ctg10052|provirus_1805875_1849128	41.6	00	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	ab initio prediction:Pyrodigal-gv:0.3.2	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SRR35809336_ctg10052|provirus_1805875_1849128_CDS_0032	25905	24196	-	SRR35809336_ctg10052|provirus_1805875_1849128	322.5	00	11208	82.0	0.445	9.932e-21	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	11208	ab initio prediction:Pyrodigal-gv:0.3.2	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SRR35809336_ctg10052|provirus_1805875_1849128_CDS_0033	26144	25902	-	SRR35809336_ctg10052|provirus_1805875_1849128	16.8	00	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	ab initio prediction:Pyrodigal-gv:0.3.2	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SRR35809336_ctg10052|provirus_1805875_1849128_CDS_0034	26758	26141	-	SRR35809336_ctg10052|provirus_1805875_1849128	101.8	00	426	86.0	0.296	3.2960000000000002e-21	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	426	ab initio prediction:Pyrodigal-gv:0.3.2	CDS	#3e83f6	terminase small subunit	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SRR35809336_ctg10052|provirus_1805875_1849128_CDS_0035	27060	26761	-	SRR35809336_ctg10052|provirus_1805875_1849128	54.4	00	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	ab initio prediction:Pyrodigal-gv:0.3.2	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SRR35809336_ctg10052|provirus_1805875_1849128_CDS_0036	27389	27057	-	SRR35809336_ctg10052|provirus_1805875_1849128	68.7	00	736	50.0	0.325	6.452e-10	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	736	ab initio prediction:Pyrodigal-gv:0.3.2	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SRR35809336_ctg10052|provirus_1805875_1849128_CDS_0037	27964	27389	-	SRR35809336_ctg10052|provirus_1805875_1849128	133.3	00	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	ab initio prediction:Pyrodigal-gv:0.3.2	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SRR35809336_ctg10052|provirus_1805875_1849128_CDS_0038	28712	27957	-	SRR35809336_ctg10052|provirus_1805875_1849128	111.3	00	24864	70.0	0.393	6.708e-14	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	24864	ab initio prediction:Pyrodigal-gv:0.3.2	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SRR35809336_ctg10052|provirus_1805875_1849128_CDS_0039	29216	28782	-	SRR35809336_ctg10052|provirus_1805875_1849128	43.2	00	836	70.0	0.325	4.119e-16	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	836	ab initio prediction:Pyrodigal-gv:0.3.2	CDS	#a861e3	late transcriptional activator	transcription regulation	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SRR35809336_ctg10052|provirus_1805875_1849128_CDS_0040	29455	29219	-	SRR35809336_ctg10052|provirus_1805875_1849128	35.1	00	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	ab initio prediction:Pyrodigal-gv:0.3.2	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SRR35809336_ctg10052|provirus_1805875_1849128_CDS_0041	29655	29452	-	SRR35809336_ctg10052|provirus_1805875_1849128	32.3	00	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	ab initio prediction:Pyrodigal-gv:0.3.2	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SRR35809336_ctg10052|provirus_1805875_1849128_CDS_0042	29927	29655	-	SRR35809336_ctg10052|provirus_1805875_1849128	59.1	00	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	ab initio prediction:Pyrodigal-gv:0.3.2	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SRR35809336_ctg10052|provirus_1805875_1849128_CDS_0043	30522	29983	-	SRR35809336_ctg10052|provirus_1805875_1849128	81.1	00	286	77.0	0.35	1.514e-18	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	286	ab initio prediction:Pyrodigal-gv:0.3.2	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SRR35809336_ctg10052|provirus_1805875_1849128_CDS_0044	30857	30519	-	SRR35809336_ctg10052|provirus_1805875_1849128	41.2	00	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	ab initio prediction:Pyrodigal-gv:0.3.2	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SRR35809336_ctg10052|provirus_1805875_1849128_CDS_0045	31147	30854	-	SRR35809336_ctg10052|provirus_1805875_1849128	48.3	00	16358	50.0	0.4	4.274e-10	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	16358	ab initio prediction:Pyrodigal-gv:0.3.2	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SRR35809336_ctg10052|provirus_1805875_1849128_CDS_0046	33351	31144	-	SRR35809336_ctg10052|provirus_1805875_1849128	218.6	00	323	37.0	0.364	7.154e-06	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	323	ab initio prediction:Pyrodigal-gv:0.3.2	CDS	#a861e3	transcriptional regulator, D5-like	transcription regulation	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SRR35809336_ctg10052|provirus_1805875_1849128_CDS_0047	33473	33348	-	SRR35809336_ctg10052|provirus_1805875_1849128	8.0	00	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	ab initio prediction:Pyrodigal-gv:0.3.2	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
